id,image,label_auto,overlay,base_code,color,side,group,width,height,verdict,confidence,coverage,ensemble_iou,holes,solidity,latency_ms,occurrences,used_by_bases,source_path,md5,reason,review_status,reviewer_note,label_final,split
099_USAAM15_pink_back,images/099_USAAM15_pink_back.jpg,labels_auto/099_USAAM15_pink_back.png,overlays/099_USAAM15_pink_back.jpg,USAAM15,pink,back,USAAM15_back,1200,1200,REVIEW,0.9376,0.36957,0.9936,2,0.8549,1665.4,2,USAAM15 USAAM15UL,D:/TTTN/mockupgenerator/src/main/resources/mask/USAAM15/pink-back-model.jpg,e991678712c0022798ec90660a8c66d5,"Silhouette is atypical for drinkware (bbox fill 0.4976, aspect 1.237) - the mask may include a neighbouring object.",accept,,labels/099_USAAM15_pink_back.png,train
100_USAAM15_pink_front,images/100_USAAM15_pink_front.jpg,labels_auto/100_USAAM15_pink_front.png,overlays/100_USAAM15_pink_front.jpg,USAAM15,pink,front,USAAM15_front,1200,1200,READY,0.9711,0.26858,0.9925,1,0.9795,2200.6,2,USAAM15 USAAM15UL,D:/TTTN/mockupgenerator/src/main/resources/mask/USAAM15/pink-front-model.jpg,34543997994f25114b24b2a1c3f4d54e,"Clean single-piece mask, edges align with the source image, models agree.",accept,,labels/100_USAAM15_pink_front.png,test
101_USAAM15_red_back,images/101_USAAM15_red_back.jpg,labels_auto/101_USAAM15_red_back.png,overlays/101_USAAM15_red_back.jpg,USAAM15,red,back,USAAM15_back,1200,1200,REVIEW,0.9378,0.36933,0.9923,2,0.8551,1639.3,2,USAAM15 USAAM15UL,D:/TTTN/mockupgenerator/src/main/resources/mask/USAAM15/red-back-model.jpg,f6770202d0d2bc56ba7c5716f7029155,"Silhouette is atypical for drinkware (bbox fill 0.4973, aspect 1.237) - the mask may include a neighbouring object.",accept,,labels/101_USAAM15_red_back.png,train
102_USAAM15_red_front,images/102_USAAM15_red_front.jpg,labels_auto/102_USAAM15_red_front.png,overlays/102_USAAM15_red_front.jpg,USAAM15,red,front,USAAM15_front,1200,1200,READY,0.9712,0.26842,0.9915,1,0.9796,2155.1,2,USAAM15 USAAM15UL,D:/TTTN/mockupgenerator/src/main/resources/mask/USAAM15/red-front-model.jpg,853645c9d36ca6257565e79cea5d53ce,"Clean single-piece mask, edges align with the source image, models agree.",accept,,labels/102_USAAM15_red_front.png,test
103_USAAM15_yellow_back,images/103_USAAM15_yellow_back.jpg,labels_auto/103_USAAM15_yellow_back.png,overlays/103_USAAM15_yellow_back.jpg,USAAM15,yellow,back,USAAM15_back,1200,1200,REVIEW,0.9366,0.36969,0.9924,2,0.8548,1698.1,2,USAAM15 USAAM15UL,D:/TTTN/mockupgenerator/src/main/resources/mask/USAAM15/yellow-back-model.jpg,4732314ec9ef04e1a44184116707e637,"Silhouette is atypical for drinkware (bbox fill 0.4978, aspect 1.237) - the mask may include a neighbouring object.",accept,,labels/103_USAAM15_yellow_back.png,train
104_USAAM15_yellow_front,images/104_USAAM15_yellow_front.jpg,labels_auto/104_USAAM15_yellow_front.png,overlays/104_USAAM15_yellow_front.jpg,USAAM15,yellow,front,USAAM15_front,1200,1200,READY,0.9682,0.26867,0.9918,1,0.9794,2142.5,2,USAAM15 USAAM15UL,D:/TTTN/mockupgenerator/src/main/resources/mask/USAAM15/yellow-front-model.jpg,1f773e54b9cf5e004366014f89d6c282,"Clean single-piece mask, edges align with the source image, models agree.",accept,,labels/104_USAAM15_yellow_front.png,test
105_USAAM15FB_black_back,images/105_USAAM15FB_black_back.jpg,labels_auto/105_USAAM15FB_black_back.png,overlays/105_USAAM15FB_black_back.jpg,USAAM15FB,black,back,USAAM15FB_back,1200,1200,REVIEW,0.9379,0.36925,0.9924,2,0.8551,1718.0,1,USAAM15FB,D:/TTTN/mockupgenerator/src/main/resources/mask/USAAM15FB/black-back-model.jpg,111a0ca5bfbaaf2a51b9f77021dde675,"Silhouette is atypical for drinkware (bbox fill 0.4972, aspect 1.237) - the mask may include a neighbouring object.",accept,,labels/105_USAAM15FB_black_back.png,train
106_USAAM15FB_black_front,images/106_USAAM15FB_black_front.jpg,labels_auto/106_USAAM15FB_black_front.png,overlays/106_USAAM15FB_black_front.jpg,USAAM15FB,black,front,USAAM15FB_front,1200,1200,READY,0.97,0.26839,0.9907,1,0.9797,2147.5,1,USAAM15FB,D:/TTTN/mockupgenerator/src/main/resources/mask/USAAM15FB/black-front-model.jpg,2e1f2aeb0f9f38b210f3d3f354edb931,"Clean single-piece mask, edges align with the source image, models agree.",accept,,labels/106_USAAM15FB_black_front.png,test
107_USAAM15FB_bordeaux_back,images/107_USAAM15FB_bordeaux_back.jpg,labels_auto/107_USAAM15FB_bordeaux_back.png,overlays/107_USAAM15FB_bordeaux_back.jpg,USAAM15FB,bordeaux,back,USAAM15FB_back,1200,1200,REVIEW,0.938,0.36925,0.993,2,0.8551,1635.1,1,USAAM15FB,D:/TTTN/mockupgenerator/src/main/resources/mask/USAAM15FB/bordeaux-back-model.jpg,7f421b2c7dc019b11cfc5962229fea7f,"Silhouette is atypical for drinkware (bbox fill 0.4972, aspect 1.237) - the mask may include a neighbouring object.",accept,,labels/107_USAAM15FB_bordeaux_back.png,train
108_USAAM15FB_bordeaux_front,images/108_USAAM15FB_bordeaux_front.jpg,labels_auto/108_USAAM15FB_bordeaux_front.png,overlays/108_USAAM15FB_bordeaux_front.jpg,USAAM15FB,bordeaux,front,USAAM15FB_front,1200,1200,READY,0.9715,0.26838,0.9924,1,0.9796,2203.9,1,USAAM15FB,D:/TTTN/mockupgenerator/src/main/resources/mask/USAAM15FB/bordeaux-front-model.jpg,ae4be51687a640f4620ab8cf769dd8f7,"Clean single-piece mask, edges align with the source image, models agree.",accept,,labels/108_USAAM15FB_bordeaux_front.png,test
109_USAAM15FB_light-yellow_back,images/109_USAAM15FB_light-yellow_back.jpg,labels_auto/109_USAAM15FB_light-yellow_back.png,overlays/109_USAAM15FB_light-yellow_back.jpg,USAAM15FB,light-yellow,back,USAAM15FB_back,1200,1200,REVIEW,0.9369,0.36961,0.9923,2,0.8548,1665.6,1,USAAM15FB,D:/TTTN/mockupgenerator/src/main/resources/mask/USAAM15FB/light-yellow-back-model.jpg,08cbf8bfd08b98b6ce5eb100c7853fce,"Silhouette is atypical for drinkware (bbox fill 0.4976, aspect 1.237) - the mask may include a neighbouring object.",accept,,labels/109_USAAM15FB_light-yellow_back.png,train
110_USAAM15FB_light-yellow_front,images/110_USAAM15FB_light-yellow_front.jpg,labels_auto/110_USAAM15FB_light-yellow_front.png,overlays/110_USAAM15FB_light-yellow_front.jpg,USAAM15FB,light-yellow,front,USAAM15FB_front,1200,1200,READY,0.9679,0.26861,0.9911,1,0.9795,2146.1,1,USAAM15FB,D:/TTTN/mockupgenerator/src/main/resources/mask/USAAM15FB/light-yellow-front-model.jpg,65f9616c90ca9f333540db23d663e95d,"Clean single-piece mask, edges align with the source image, models agree.",accept,,labels/110_USAAM15FB_light-yellow_front.png,test
111_USACM11_black_back,images/111_USACM11_black_back.jpg,labels_auto/111_USACM11_black_back.png,overlays/111_USACM11_black_back.jpg,USACM11,black,back,USACM11_back,1200,1200,READY,0.9726,0.33509,0.9829,2,0.9753,2153.5,2,USACM11 USACM11UL,D:/TTTN/mockupgenerator/src/main/resources/mask/USACM11/black-back-model.jpg,d2bfed8df0585e05ffb44194fec0f617,"Photo contains 2 products of comparable size - read as a multi-item composition, not a fragmented mask.",accept,,labels/111_USACM11_black_back.png,train
112_USACM11_black_front,images/112_USACM11_black_front.jpg,labels_auto/112_USACM11_black_front.png,overlays/112_USACM11_black_front.jpg,USACM11,black,front,USACM11_front,1200,1200,READY,0.9778,0.2675,0.9916,1,0.9835,2162.7,2,USACM11 USACM11UL,D:/TTTN/mockupgenerator/src/main/resources/mask/USACM11/black-front-model.jpg,1a15a9fb7a146e8a77464ac2f58eb82e,"Clean single-piece mask, edges align with the source image, models agree.",accept,,labels/112_USACM11_black_front.png,train
113_USACM11_white_back,images/113_USACM11_white_back.jpg,labels_auto/113_USACM11_white_back.png,overlays/113_USACM11_white_back.jpg,USACM11,white,back,USACM11_back,1200,1200,READY,0.9608,0.33098,0.9827,2,0.9749,2188.4,2,USACM11 USACM11UL,D:/TTTN/mockupgenerator/src/main/resources/mask/USACM11/white-back-model.jpg,9b1ff2f15f5f8d53712338bc87e506c7,"Photo contains 2 products of comparable size - read as a multi-item composition, not a fragmented mask.",accept,,labels/113_USACM11_white_back.png,train
114_USACM11FB_black_back,images/114_USACM11FB_black_back.jpg,labels_auto/114_USACM11FB_black_back.png,overlays/114_USACM11FB_black_back.jpg,USACM11FB,black,back,USACM11FB_back,1200,1200,READY,0.9786,0.38017,0.9896,2,0.9833,1646.6,2,USACM11FB USGCM11UL,D:/TTTN/mockupgenerator/src/main/resources/mask/USACM11FB/black-back-model.jpg,7b8a7bf14feba47bf77dfc24eb7f6a55,"Photo contains 2 products of comparable size - read as a multi-item composition, not a fragmented mask.",accept,,labels/114_USACM11FB_black_back.png,val
115_USACM11FB_black_front,images/115_USACM11FB_black_front.jpg,labels_auto/115_USACM11FB_black_front.png,overlays/115_USACM11FB_black_front.jpg,USACM11FB,black,front,USACM11FB_front,1200,1200,READY,0.9774,0.26738,0.9912,1,0.9836,2151.3,2,USACM11FB USGCM11UL,D:/TTTN/mockupgenerator/src/main/resources/mask/USACM11FB/black-front-model.jpg,afea76b9420caffd9a9a2b876f6c60c1,"Clean single-piece mask, edges align with the source image, models agree.",accept,,labels/115_USACM11FB_black_front.png,train
116_USACM11FB_white_back,images/116_USACM11FB_white_back.jpg,labels_auto/116_USACM11FB_white_back.png,overlays/116_USACM11FB_white_back.jpg,USACM11FB,white,back,USACM11FB_back,1200,1200,READY,0.9593,0.38012,0.9121,2,0.9832,1678.6,2,USACM11FB USGCM11UL,D:/TTTN/mockupgenerator/src/main/resources/mask/USACM11FB/white-back-model.jpg,2b89bcc1a683ad4c9c7459c8257013ea,"Photo contains 2 products of comparable size - read as a multi-item composition, not a fragmented mask.",accept,,labels/116_USACM11FB_white_back.png,val
117_USACM11FB_white_front,images/117_USACM11FB_white_front.jpg,labels_auto/117_USACM11FB_white_front.png,overlays/117_USACM11FB_white_front.jpg,USACM11FB,white,front,USACM11FB_front,1200,1200,READY,0.9609,0.26667,0.9127,1,0.9836,2152.4,2,USACM11FB USGCM11UL,D:/TTTN/mockupgenerator/src/main/resources/mask/USACM11FB/white-front-model.jpg,8308e2e27786e0be6ffab782e82d9fc5,"Clean single-piece mask, edges align with the source image, models agree.",accept,,labels/117_USACM11FB_white_front.png,train
118_USACM15FB_white_back,images/118_USACM15FB_white_back.jpg,labels_auto/118_USACM15FB_white_back.png,overlays/118_USACM15FB_white_back.jpg,USACM15FB,white,back,USACM15FB_back,1200,1200,READY,0.9737,0.36356,0.992,2,0.9781,1634.0,2,USACM15FB USGCM15UL,D:/TTTN/mockupgenerator/src/main/resources/mask/USACM15FB/white-back-model.jpg,355551e5f1d3392ff64a0ed2dc380183,"Photo contains 2 products of comparable size - read as a multi-item composition, not a fragmented mask.",accept,,labels/118_USACM15FB_white_back.png,test
119_USACM15FB_white_front,images/119_USACM15FB_white_front.jpg,labels_auto/119_USACM15FB_white_front.png,overlays/119_USACM15FB_white_front.jpg,USACM15FB,white,front,USACM15FB_front,1200,1200,READY,0.9474,0.2585,0.8582,1,0.9784,2134.9,2,USACM15FB USGCM15UL,D:/TTTN/mockupgenerator/src/main/resources/mask/USACM15FB/white-front-model.jpg,59b599953c547d19f606a617c70c4997,"Clean single-piece mask, edges align with the source image, models agree.",accept,,labels/119_USACM15FB_white_front.png,val
120_USGAMM15_black-white_back,images/120_USGAMM15_black-white_back.jpg,labels_auto/120_USGAMM15_black-white_back.png,overlays/120_USGAMM15_black-white_back.jpg,USGAMM15,black-white,back,USGAMM15_back,1200,1200,REVIEW,0.8819,0.31959,0.9848,2,0.9708,2145.8,1,USGAMM15,D:/TTTN/mockupgenerator/src/main/resources/mask/USGAMM15/black&white-back-model.jpg,eb9212927e8168884fd516eadc8b2726,"Photo contains 2 products of comparable size - read as a multi-item composition, not a fragmented mask.",accept,,labels/120_USGAMM15_black-white_back.png,test
121_USGAMM15_black-white_front,images/121_USGAMM15_black-white_front.jpg,labels_auto/121_USGAMM15_black-white_front.png,overlays/121_USGAMM15_black-white_front.jpg,USGAMM15,black-white,front,USGAMM15_front,1200,1200,READY,0.9272,0.28814,0.9905,1,0.9742,2156.4,1,USGAMM15,D:/TTTN/mockupgenerator/src/main/resources/mask/USGAMM15/black&white-front-model.jpg,b257088f97a4921b9a64a88e82bf1548,"Clean single-piece mask, edges align with the source image, models agree.",accept,,labels/121_USGAMM15_black-white_front.png,train
